epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,7627.23,1.06005,0.57072,0.93689,0.93138,0.85149,0.91144,0.66575,1.11423,0.54864,0.95744,0.000495291,0.000495291,0.000495291
68,7740.07,1.05566,0.57065,0.93721,0.92679,0.85339,0.913,0.6687,1.10343,0.55035,0.95394,0.000481144,0.000481144,0.000481144
69,7852.75,1.04464,0.56169,0.93785,0.93133,0.84912,0.909,0.66338,1.11291,0.54731,0.95708,0.000466997,0.000466997,0.000466997
70,7965.55,1.03905,0.55144,0.93312,0.93711,0.85592,0.91559,0.66845,1.10523,0.54353,0.95304,0.00045285,0.00045285,0.00045285
71,8078.5,1.05985,0.56559,0.93616,0.93122,0.85491,0.91233,0.67116,1.09862,0.54306,0.95363,0.000438703,0.000438703,0.000438703
72,8191.13,1.03864,0.55122,0.93281,0.92619,0.86093,0.91525,0.67295,1.10557,0.54173,0.9546,0.000424556,0.000424556,0.000424556
73,8303.84,1.03841,0.55365,0.93393,0.92333,0.85604,0.91,0.66885,1.09469,0.53951,0.95304,0.000410409,0.000410409,0.000410409
74,8417.24,1.03358,0.54863,0.93129,0.92306,0.86756,0.91512,0.67249,1.09073,0.53524,0.95194,0.000396262,0.000396262,0.000396262
75,8534.12,1.0369,0.54859,0.93049,0.92936,0.85677,0.91431,0.6698,1.10085,0.53615,0.95346,0.000382115,0.000382115,0.000382115
76,8650.26,1.02385,0.54106,0.92972,0.9356,0.85574,0.91547,0.67586,1.08605,0.52914,0.94928,0.000367967,0.000367967,0.000367967
77,8766.7,1.02534,0.54099,0.92801,0.93163,0.86089,0.91377,0.67497,1.09034,0.53402,0.95105,0.00035382,0.00035382,0.00035382
78,8882.09,1.01809,0.53781,0.92881,0.93228,0.86352,0.91619,0.67797,1.08421,0.5263,0.94739,0.000339673,0.000339673,0.000339673
79,8995.24,1.015,0.53225,0.92313,0.93556,0.86521,0.91721,0.67693,1.09292,0.52952,0.94961,0.000325526,0.000325526,0.000325526
80,9108.2,1.02398,0.54123,0.92659,0.93662,0.86153,0.9155,0.67492,1.08718,0.52905,0.94738,0.000311379,0.000311379,0.000311379
81,9221.2,1.00924,0.53381,0.92502,0.93383,0.86438,0.91519,0.68128,1.07364,0.52508,0.94577,0.000297232,0.000297232,0.000297232
82,9333.74,1.01168,0.53249,0.92423,0.93387,0.86322,0.91606,0.68022,1.08157,0.51997,0.94514,0.000283085,0.000283085,0.000283085
83,9445.99,0.9995,0.52778,0.92707,0.93352,0.86158,0.91516,0.68006,1.07056,0.51973,0.94261,0.000268938,0.000268938,0.000268938
84,9558.44,1.00581,0.53103,0.92586,0.93326,0.86646,0.91428,0.67989,1.06912,0.5211,0.94542,0.000254791,0.000254791,0.000254791
85,9671.01,1.0094,0.53102,0.92292,0.93491,0.86251,0.91687,0.68117,1.06147,0.51592,0.9406,0.000240644,0.000240644,0.000240644
86,9783.73,1.00026,0.52513,0.91996,0.93447,0.86719,0.91692,0.68298,1.06527,0.51702,0.94131,0.000226497,0.000226497,0.000226497
87,9897.23,0.98728,0.51634,0.9185,0.93564,0.86428,0.91743,0.68454,1.06489,0.51694,0.94299,0.000212349,0.000212349,0.000212349
88,10013,1.0053,0.52448,0.92225,0.93037,0.86527,0.9137,0.68365,1.06411,0.51761,0.94079,0.000198202,0.000198202,0.000198202
89,10128.5,0.99348,0.51975,0.91814,0.92833,0.87121,0.91849,0.68454,1.06663,0.51223,0.94226,0.000184055,0.000184055,0.000184055
90,10243.5,0.98693,0.51427,0.92004,0.93213,0.87556,0.91845,0.68872,1.05356,0.50885,0.93894,0.000169908,0.000169908,0.000169908
91,10359.2,0.98028,0.49736,0.9153,0.92829,0.86661,0.9163,0.68031,1.06884,0.51879,0.94364,0.000155761,0.000155761,0.000155761
92,10475,0.97222,0.48993,0.91252,0.94104,0.86525,0.91896,0.68598,1.06777,0.51175,0.94285,0.000141614,0.000141614,0.000141614
93,10590.1,0.96719,0.48253,0.90852,0.94043,0.86476,0.91887,0.6861,1.06382,0.51,0.94142,0.000127467,0.000127467,0.000127467
94,10703.9,0.96535,0.47768,0.91081,0.92904,0.87357,0.91953,0.6885,1.05961,0.50916,0.94188,0.00011332,0.00011332,0.00011332
95,10818.5,0.95872,0.4779,0.90291,0.93829,0.86537,0.91925,0.68597,1.0649,0.51023,0.94279,9.91726e-05,9.91726e-05,9.91726e-05
96,10932.8,0.95259,0.4712,0.9034,0.93861,0.86756,0.92086,0.68967,1.05664,0.50648,0.94099,8.50255e-05,8.50255e-05,8.50255e-05
97,11048.8,0.95167,0.47037,0.90738,0.93721,0.86847,0.92052,0.69059,1.05413,0.50405,0.94009,7.08784e-05,7.08784e-05,7.08784e-05
98,11163.3,0.93798,0.46436,0.90086,0.94615,0.8641,0.92101,0.68697,1.06428,0.50609,0.94223,5.67313e-05,5.67313e-05,5.67313e-05
99,11278.2,0.9557,0.4718,0.90804,0.93876,0.86781,0.92041,0.69022,1.05921,0.50274,0.94068,4.25842e-05,4.25842e-05,4.25842e-05
100,11394.6,0.94459,0.46766,0.9045,0.94277,0.86689,0.92092,0.68847,1.0644,0.50287,0.94123,2.84371e-05,2.84371e-05,2.84371e-05
