epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,7918.79,1.08251,0.58999,0.94206,0.92011,0.84356,0.90616,0.65501,1.1445,0.56697,0.95782,0.000566027,0.000566027,0.000566027
63,8045.83,1.07482,0.58529,0.94189,0.9098,0.85293,0.90939,0.66328,1.11525,0.5575,0.9514,0.00055188,0.00055188,0.00055188
64,8173.06,1.07129,0.58456,0.93937,0.91341,0.85252,0.91031,0.6693,1.10366,0.5529,0.9466,0.000537733,0.000537733,0.000537733
65,8300.18,1.05949,0.57728,0.93594,0.92416,0.85265,0.91069,0.66316,1.11488,0.55657,0.94616,0.000523586,0.000523586,0.000523586
66,8427.42,1.06223,0.57904,0.9353,0.91267,0.85784,0.90916,0.66507,1.11314,0.55391,0.94945,0.000509438,0.000509438,0.000509438
67,8554.59,1.06617,0.58012,0.93465,0.92735,0.85833,0.91385,0.66903,1.10515,0.54619,0.94901,0.000495291,0.000495291,0.000495291
68,8681.76,1.05562,0.57664,0.93608,0.92696,0.85728,0.91363,0.67501,1.0975,0.55027,0.94444,0.000481144,0.000481144,0.000481144
69,8808.89,1.05122,0.56755,0.9366,0.93019,0.86071,0.9126,0.66915,1.10724,0.54872,0.95083,0.000466997,0.000466997,0.000466997
70,8936.08,1.04291,0.55744,0.93048,0.93524,0.85526,0.91697,0.6752,1.10305,0.54043,0.94476,0.00045285,0.00045285,0.00045285
71,9063.36,1.06318,0.57389,0.93599,0.92801,0.85874,0.91509,0.67525,1.09301,0.5406,0.94337,0.000438703,0.000438703,0.000438703
72,9190.41,1.03816,0.55601,0.92979,0.92327,0.86256,0.91688,0.6782,1.09287,0.53679,0.94273,0.000424556,0.000424556,0.000424556
73,9317.71,1.04121,0.55971,0.93163,0.92873,0.86035,0.91871,0.67747,1.09262,0.5372,0.94405,0.000410409,0.000410409,0.000410409
74,9444.77,1.03606,0.55382,0.92973,0.9228,0.86776,0.91856,0.67748,1.09012,0.53828,0.94064,0.000396262,0.000396262,0.000396262
75,9572.03,1.03481,0.5566,0.92817,0.92815,0.86538,0.91906,0.67974,1.08642,0.53199,0.9405,0.000382115,0.000382115,0.000382115
76,9699.2,1.02142,0.54632,0.92674,0.93298,0.86276,0.91967,0.68426,1.07466,0.52613,0.93784,0.000367967,0.000367967,0.000367967
77,9826.32,1.02433,0.54607,0.92599,0.92922,0.86971,0.91761,0.67841,1.09308,0.53034,0.94219,0.00035382,0.00035382,0.00035382
78,9953.42,1.01797,0.54351,0.92599,0.93196,0.86029,0.91715,0.6813,1.08208,0.52297,0.93764,0.000339673,0.000339673,0.000339673
79,10080.5,1.012,0.53519,0.92031,0.92848,0.86751,0.92065,0.68475,1.07769,0.52423,0.9376,0.000325526,0.000325526,0.000325526
80,10207.8,1.0277,0.54498,0.92502,0.92705,0.86374,0.91852,0.68409,1.07021,0.5266,0.93786,0.000311379,0.000311379,0.000311379
81,10334.9,1.01123,0.5411,0.9235,0.91397,0.87092,0.916,0.68352,1.06557,0.52621,0.93533,0.000297232,0.000297232,0.000297232
82,10462.1,1.01377,0.53732,0.92299,0.92004,0.87138,0.91767,0.68525,1.06692,0.52097,0.93252,0.000283085,0.000283085,0.000283085
83,10589.1,0.99754,0.53289,0.92508,0.93321,0.8608,0.91979,0.68484,1.06594,0.51938,0.93513,0.000268938,0.000268938,0.000268938
84,10716.2,1.00707,0.53397,0.9241,0.92937,0.86816,0.91889,0.68683,1.06067,0.51784,0.93469,0.000254791,0.000254791,0.000254791
85,10843.4,1.00427,0.53391,0.91878,0.94293,0.86171,0.92177,0.68932,1.05743,0.5134,0.93231,0.000240644,0.000240644,0.000240644
86,10970.6,0.99675,0.52955,0.91798,0.9297,0.87047,0.92138,0.69085,1.05106,0.51308,0.93093,0.000226497,0.000226497,0.000226497
87,11097.7,0.98249,0.51943,0.91433,0.93737,0.86311,0.92112,0.69414,1.04837,0.50873,0.93068,0.000212349,0.000212349,0.000212349
88,11224.9,1.00095,0.52794,0.91929,0.9384,0.85895,0.91993,0.68892,1.0509,0.5098,0.93152,0.000198202,0.000198202,0.000198202
89,11352.1,0.9916,0.52362,0.9157,0.93153,0.87099,0.92311,0.69294,1.05195,0.50937,0.93007,0.000184055,0.000184055,0.000184055
90,11479.2,0.98548,0.51818,0.91692,0.93679,0.87028,0.92342,0.69481,1.04316,0.50215,0.93124,0.000169908,0.000169908,0.000169908
91,11605.3,0.97731,0.50079,0.91175,0.92165,0.87523,0.91953,0.68526,1.05717,0.51479,0.93214,0.000155761,0.000155761,0.000155761
92,11730.8,0.96571,0.48773,0.90775,0.94225,0.86388,0.92131,0.69203,1.05043,0.50611,0.93325,0.000141614,0.000141614,0.000141614
93,11856.3,0.95899,0.48293,0.90243,0.92682,0.87388,0.92065,0.69206,1.04817,0.50535,0.93172,0.000127467,0.000127467,0.000127467
94,11981.7,0.9557,0.48005,0.90443,0.9342,0.86445,0.9186,0.69138,1.04327,0.50753,0.93103,0.00011332,0.00011332,0.00011332
95,12107.1,0.95,0.47792,0.89785,0.93344,0.86779,0.91867,0.68907,1.04944,0.50831,0.93015,9.91726e-05,9.91726e-05,9.91726e-05
96,12232.5,0.94527,0.47064,0.89859,0.94497,0.86093,0.92036,0.69565,1.0386,0.50384,0.92992,8.50255e-05,8.50255e-05,8.50255e-05
97,12358,0.94343,0.47091,0.90166,0.93694,0.86504,0.92117,0.69508,1.03785,0.50358,0.92964,7.08784e-05,7.08784e-05,7.08784e-05
98,12483.5,0.92787,0.46491,0.89664,0.94003,0.86501,0.9215,0.69208,1.0448,0.50384,0.92907,5.67313e-05,5.67313e-05,5.67313e-05
99,12608.9,0.94323,0.47089,0.90155,0.93643,0.86853,0.92,0.694,1.03763,0.50158,0.92863,4.25842e-05,4.25842e-05,4.25842e-05
100,12734.3,0.93207,0.46576,0.89864,0.93395,0.86909,0.91872,0.6928,1.04055,0.50196,0.92897,2.84371e-05,2.84371e-05,2.84371e-05
